title,price_base,cpu_cores,cpu_threads,ram_size,storage_size,screen_size,raw_specs_count,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,gpu_vram,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,res_width,res_height,res_total_pixels,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop HP 15S-DU1076TX 1R8E2PA,4990000,,,8,512,15.6,22,0,0,1,0,0,0,0,0,13.10868263,0,40,0,0,2,22439261.99,22025531.55,300,100,45,1,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Gigabyte G5 MF5-52VN383SH,25790000,12,16,8,512,15.6,21,0,0,0,0,1,0,0,0,20.8272549,0,40,1,0,6,22768891.99,22340518,300,100,45,0,54,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Acer Gaming Aspire 7 A715-43G-R8GA NH.QHDSV.002,21990000,,,8,512,15.6,22,0,0,1,0,0,0,0,0,13.98517266,5,58.5,0,1,4,22506376.81,22179527.09,300,100,45,0,50,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS VivoBook Flip 14 TP470EA-EC029T,20490000,,,8,512,14,18,0,0,1,0,0,0,0,0,19.29295488,0,40,0,0,0,13654235.33,13630870.22,300,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkBook 14 G6 IRL 21KG00BQVN,22990000,,,16,512,14,25,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,300,100,45,1,45,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Lenovo LOQ 15ARP9 83JC003VVN,23490000,,,12,512,15.6,27,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,6,22439261.99,22025531.55,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo IdeadPad Slim 3 14IRH10 83K00007VN,22990000,10,16,16,512,14,26,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,300,100,45,1,60,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 5593 7WGNV1,18390000,,,,512,15.6,13,0,0,0,0,0,0,0,0,14.56805085,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook D515DA-EJ845T,12490000,,,4,512,15.6,11,0,0,1,0,0,0,0,0,19.29295488,0,40,0,1,0,13485502.96,13824684.62,300,100,45,0,37,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP 14-CF2033WM 3V7G4UA,11990000,,,4,128,14,16,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13841510.26,13704626.75,220,100,45,0,41,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 14 Plus 7420 T9K26,21990000,14,20,16,512,14,23,0,0,0,0,1,0,0,0,14.56805085,12,137.8,1,0,0,13757866.76,13710496.13,300,99.3,45,0,54,3,2240,1400,3136000,0,1,0,0,0,0,1,0
Laptop MSI Modern14 B11MOU-851VN,14990000,,4,8,256,14,19,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,39,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG2089TU 7C0R1PA,21900000,,16,8,512,15.6,20,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Legion S7 15ACH6 82K800DPVN,45990000,,,16,1024,15.6,19,0,0,1,0,0,0,0,0,17.96314815,0,40,0,1,6,22506376.81,22179527.09,300,100,45,0,71,4,2560,1440,3686400,0,0,1,0,0,1,0,0
Laptop ASUS Gaming ROG Strix G15 G513QM-HF295T,40990000,,,16,512,15.6,19,0,0,1,0,0,0,0,0,19.29295488,5,110.5,0,1,6,22581061.71,22201242.5,300,100,45,0,90,4,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop HP 15-FD0123DX B4HN7UA,7990000,,,8,256,15.6,17,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13654235.33,13630870.22,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 5 15ITL05 - 82FG0129VN,9590000,,,8,512,15.6,19,0,0,1,0,0,0,0,0,17.96314815,0,50,1,0,0,13792440.69,13719959.95,300,100,45,0,45,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7 Carbon 13ITL5 82EV00AWVN,14990000,,,16,1024,13.3,21,0,0,0,1,0,0,0,0,17.96314815,0,70,1,0,0,13899279.02,13824684.62,300,100,45,1,50,3,2560,1600,4096000,0,1,0,0,0,0,1,0
Laptop MSI Sword 16 HX B14VEKG-039VN,34990000,,,16,1024,16,22,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,6,22432546.13,21948747.84,300,100,45,0,48,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop Dell Gaming G15 5511 P105F006BGR,35990000,,,16,512,15.6,13,0,0,1,0,0,0,0,0,14.56805085,11,133.9,1,0,4,22768891.99,22340518,300,100,45,0,56,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus Vivobook Flip 14 TP470EA EC346W,16590000,,,4,512,14,20,0,0,0,1,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook X415JA-EK096T,10590000,,,4,256,14,16,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,37,2,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Ideapad 5 Pro 14ACN6 82l7007XVN,22990000,,,16,512,14,21,0,0,1,0,0,0,0,0,17.96314815,5,58.5,0,1,2,22768891.99,22340518,300,100,45,0,5,3,2240,1400,3136000,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad Slim 3 15IAH8 83ER000EVN,7490000,8,12,16,512,15.6,22,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,300,100,45,1,47,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Zenbook 14 UM3406KA-PP590WS,31990000,8,16,32,1024,14,27,0,0,0,0,0,1,0,0,19.29295488,0,40,0,1,0,13343287.67,13719959.95,400,100,45,0,75,3,2880,1800,5184000,1,0,0,0,0,0,1,0
Laptop ASUS Vivobook A515EA-L11970W,20540000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,19.29295488,1,53,1,0,0,13841510.26,13704626.75,400,100,45,0,48,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop MSI Gaming Thin 15 B12UC-1416VN,19990000,,,8,512,15.6,28,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,0,22439261.99,22025531.55,300,100,45,1,4,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS Vivobook 15 X1504VA-NJ1969W,15990000,10,12,16,512,15.6,24,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13757866.76,13710496.13,250,100,45,1,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Aspire Lite 16 Gen 2 AL16-52P-572A,14790000,10,12,16,512,16,28,0,0,0,0,1,0,0,0,13.98517266,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,58,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop MSI Katana 15 B13UDXK-2411VN,24490000,10,,16,512,15.6,26,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,6,22432546.13,21948747.84,300,100,45,1,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Yoga Slim 7 14ACN6 82N7008VVN,26990000,,,8,512,14,21,0,0,0,1,0,0,0,0,17.96314815,5,76.5,0,1,0,13485502.96,13824684.62,300,100,72,0,71,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Dell Vostro 5402 70231338,25990000,,,,512,14,14,0,0,0,0,0,0,0,0,14.56805085,0,40,1,0,2,22768891.99,22340518,300,100,45,0,40,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Itel Spirit 1 i5,13490000,,8,8,256,15.6,22,0,0,1,0,0,0,0,0,1.99,0,50,1,0,0,13841510.26,13704626.75,300,100,45,0,50,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS VivoBook Flip 14 TM420IA-EC227T,19990000,,,8,512,14,21,0,0,1,0,0,0,0,0,19.29295488,0,40,0,1,0,13485502.96,13824684.62,250,100,45,0,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Lenovo Thinkpad P15S G2 T 20W600CNVA,21990000,,,16,512,15.6,20,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,4,22581061.71,22201242.5,300,100,45,0,57,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS X509FA-EJ099T,16490000,,,,1024,15.6,14,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,32,2,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo LOQ 15ARP9 83JC007HVN,23490000,4,8,12,512,15.6,27,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,6,22506376.81,22179527.09,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo LOQ 15ARP9 83JC00M3VN,24490000,4,8,16,1024,15.6,27,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,6,22581061.71,22201242.5,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Modern 14 B11SBU-669VN,9090000,,,8,512,14,24,0,0,1,0,0,0,0,0,19.22594366,0,50,1,0,2,22768891.99,22340518,300,100,45,1,39,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Gaming Acer Nitro 5 Tiger AN515-58-769J NH.QFHSV.003,29990000,,,8,512,15.6,23,0,0,1,0,0,0,0,0,16.07846154,0,40,1,0,4,22432546.13,21948747.84,300,100,45,0,5,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus FX705DT-H7138T,21490000,,,,512,17.3,13,0,0,0,0,0,0,0,0,19.29295488,0,40,0,1,4,22768891.99,22340518,250,63,45,0,64,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 3511 P112F001BBL,19990000,,,4,512,15.6,20,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP 245 G10 B8PF9AT,23400000,,,8,512,14,24,0,0,1,0,0,0,0,0,13.10868263,0,50,0,1,0,13343287.67,13719959.95,250,100,45,1,41,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7 14IMH9 83CV00AJVN,29490000,16,22,32,1024,14,28,0,0,0,0,0,1,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,400,100,45,0,65,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop ASUS TUF Gaming F15 FX507VV-LP157W,31990000,,,16,512,15.6,19,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,8,22581061.71,22201242.5,300,100,45,0,90,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop HP 240 G8 518V5PA,16300000,,8,4,256,14,18,0,0,1,0,0,0,0,0,13.10868263,1,53,1,0,0,13792440.69,13719959.95,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS TUF Gaming A15 FA507NVR-LP091W,30990000,8,16,16,512,15.6,12,0,0,0,0,1,0,0,0,19.29295488,7,122.85,0,1,8,22432546.13,21948747.84,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Dell Vostro 5502 70231340,21390000,,,8,256,15.6,17,0,0,0,0,0,0,0,0,14.56805085,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,40,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 N3520-i5U085W11BLU,18690000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,0,13757866.76,13710496.13,250,100,45,0,41,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop MSI Creator Z16P B12UGST-044VN,56490000,,20,32,2048,16,23,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,8,22506376.81,22179527.09,300,100,45,0,90,4,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop HP ProBook 445 G7 1A1A4PA,12990000,,,,256,14,14,0,0,0,0,0,0,0,0,13.10868263,0,40,0,0,0,13485502.96,13824684.62,220,100,45,0,45,3,1366,768,1049088,1,0,0,0,0,0,1,0
Laptop ASUS TUF Gaming F15 FX507ZV4-LP041W,36490000,14,,8,512,15.6,23,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,8,22506376.81,22179527.09,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Modern 14 B5M - 025VN,9690000,,,8,512,14,22,0,0,1,0,0,0,0,0,19.22594366,0,40,0,1,0,13206010.78,13704626.75,300,65,45,0,39,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop ASUS VivoBook Pro M3401QA-KM025W,18600000,,,8,512,14,23,0,0,1,0,0,0,0,0,19.29295488,5,110.5,0,1,0,13485502.96,13824684.62,300,100,45,0,63,3,2880,1800,5184000,1,0,0,0,0,0,1,0
Laptop ASUS Gaming FX506LH-HN002T,21990000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,4,22432546.13,21948747.84,250,63,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Yoga 6 13ARE05 82FN0052VN,19990000,,12,8,512,13.3,18,0,0,0,0,0,0,0,0,17.96314815,0,57.5,0,0,0,13359707.6,13710496.13,300,100,72,0,60,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP Pavilion 15-EG0004TX 2D9B7PA,19990000,,,4,256,15.6,18,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,2,22432546.13,21948747.84,250,100,45,0,41,3,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop HP 250 G8 389X8PA,12990000,,,4,256,15.6,11,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,250,100,45,1,41,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop HP 14-CF2033WM 3V7G4UA,11990000,,,4,128,14,16,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13899279.02,13824684.62,220,100,45,0,41,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Acer Nitro V ANV15-41-R2UP,18690000,6,12,16,512,15.6,28,0,0,0,0,1,0,0,0,13.98517266,6,88.4,0,1,4,22581061.71,22201242.5,300,100,45,0,57,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Gaming L340-15IRH 81LK01J3VN,19990000,,,8,512,15.6,20,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,4,22506376.81,22179527.09,300,100,45,0,45,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus ROG Strix G18 G814JI-N6063W,70990000,24,,32,1024,18,23,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,8,22439261.99,22025531.55,500,100,45,1,90,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop Asus VivoBook 15 OLED A1505VA-L1201W,24990000,14,20,16,512,15.6,22,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,600,100,45,0,50,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Asus X407MA-BV043T,14290000,,,,1024,14,13,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,300,100,45,0,33,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook 14 X1404ZA-NK246W,11990000,,,8,512,14,22,0,0,1,0,0,0,0,0,19.29295488,0,30,1,0,0,13899279.02,13824684.62,250,100,45,1,42,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop MSI Cyborg 15 A13VFK-876VN,29990000,,,16,,15.6,26,0,0,0,0,1,0,0,0,19.22594366,0,40,1,0,0,22768891.99,22340518,300,100,45,1,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS Vivobook Go 15 E1504FA-BQ1150W,14190000,4,8,16,512,15.6,26,0,0,0,0,1,0,0,0,19.29295488,7,81.9,0,1,0,13485502.96,13824684.62,250,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP Envy X360 13M-BD10033DX,27990000,,,8,512,13.3,10,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,51,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Acer Gaming Aspire 7 A715-59G-57TU,22990000,8,12,16,512,15.6,12,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,6,22506376.81,22179527.09,250,100,45,0,8,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 21NX003BVN,61990000,16,16,32,1024,14,26,0,0,0,0,0,1,0,0,17.96314815,0,40,1,0,0,13792440.69,13719959.95,500,100,45,1,57,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook R564JA-UH51T,14790000,,,8,256,15.6,20,0,0,1,0,0,0,0,0,19.29295488,1,53,1,0,0,13792440.69,13719959.95,300,100,45,0,37,2,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ExpertBook B1 B1502CVA-NJ0101W,11990000,6,,8,1024,15.6,25,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13757866.76,13710496.13,250,100,45,1,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo IdeaPad Slim 5 14IMH9 83DA006TVN,23690000,,,16,1024,14,26,0,0,0,0,0,1,0,0,17.96314815,0,40,1,0,0,13841510.26,13704626.75,400,100,45,0,57,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Acer Aspire 5 A515-55-35SE,14990000,,,4,128,15.6,15,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,0,13899279.02,13824684.62,300,100,45,0,48,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Vaio FE 15 VWNC51527-BK,17990000,,,8,512,15.6,18,0,0,0,1,0,0,0,0,12.99,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ROG Strix G18 G815LM-S9088W,52090000,24,24,32,1024,18,24,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,8,22432546.13,21948747.84,500,100,45,1,90,3,2560,1600,4096000,0,0,1,0,0,1,0,0
Laptop ASUS ZenBook Duo UX481FL-BM048T,32990000,,,8,512,14,12,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,2,22439261.99,22025531.55,300,100,45,0,48,3,1080,1920,2073600,0,0,1,0,0,1,0,0
Laptop Acer Gaming Nitro V 15 ProPanel ANV15-41-R0Y4,30990000,8,16,16,512,15.6,12,0,0,0,0,1,0,0,0,13.98517266,7,122.85,0,1,6,22768891.99,22340518,300,100,45,0,57,4,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS S431FA-EB076T,18740000,,,,512,14,14,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,42,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo ideapad 3 15ITL6 82H800M5VN,13990000,,,8,256,15.6,21,0,0,1,0,0,0,0,0,17.96314815,0,40,1,0,0,13757866.76,13710496.13,300,100,45,0,38,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo IdeaPad 1 14ALC7 82R30078VN,11990000,6,12,8,512,14,24,0,0,1,0,0,0,0,0,17.96314815,5,58.5,0,1,0,13206010.78,13704626.75,250,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop ASUS TUF Gaming A15 FA507NU-LP105W,17090000,,,16,512,15.6,25,0,0,0,0,1,0,0,0,19.29295488,0,50,0,1,6,22506376.81,22179527.09,250,100,72,1,90,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Asus VivoBook S 14 FLIP TP3402VA-LZ118W,26490000,14,20,16,512,14,24,0,0,1,0,0,0,0,0,19.29295488,0,40,1,0,0,13654235.33,13630870.22,300,100,45,0,50,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Asus Zenbook Flip 13 UX362FA-EL206T,10190000,,,,,13.3,14,0,0,0,0,0,0,0,0,19.29295488,0,40,1,0,0,13792440.69,13719959.95,300,100,45,0,50,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP Pavilion X360 14-EK0131TU 7C0P6PA,16300000,,,8,256,14,18,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13654235.33,13630870.22,250,100,45,0,43,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP 15S-FQ5231TU 8U241PA,11990000,,8,8,256,15.6,15,0,0,1,0,0,0,0,0,13.10868263,1,29.7,0,0,0,13841510.26,13704626.75,300,100,45,0,48,3,1080,1920,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo IdeaPad 1 14ALC7 82R30077VN,14490000,8,16,16,512,14,25,0,0,1,0,0,0,0,0,17.96314815,5,76.5,0,1,0,13359707.6,13710496.13,250,100,45,1,42,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop ASUS Zenbook S 16 UM5606KA-RK127WS,42990000,8,16,24,1024,16,28,0,0,0,0,0,1,0,0,19.29295488,0,40,0,1,0,13296713.48,13630870.22,400,100,45,0,78,3,2880,1800,5184000,1,0,0,0,0,0,1,0
Laptop Acer Asipre 5 A515-56G-51YL NX.A1LSV.002,13990000,,,8,512,15.6,18,0,0,1,0,0,0,0,0,13.98517266,0,40,1,0,2,22506376.81,22179527.09,300,100,45,0,48,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS ExpertBook B9400CEA-KC0773T,29300000,,,8,512,14,19,0,0,0,1,0,0,0,0,19.29295488,0,40,1,0,0,13841510.26,13704626.75,400,100,72,0,66,4,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS ROG Flow X13 GV301RC-LJ050W,29990000,,,8,512,13.4,19,0,0,0,0,1,0,0,0,19.29295488,6,118.8,0,1,0,22439261.99,22025531.55,300,100,72,0,62,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop ASUS Expertbook P2451FA-BV3136T,6290000,,,4,256,14,22,0,0,1,0,0,0,0,0,19.29295488,0,30,1,0,0,13654235.33,13630870.22,200,100,45,1,48,3,1366,768,1049088,0,1,0,0,0,0,1,0
Laptop Gaming MSI Stealth 15M A11SDK 060VN,34490000,,,16,512,15.6,22,0,0,1,0,0,0,0,0,16.07846154,1,73,1,0,6,22439261.99,22025531.55,300,100,45,0,52,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad Slim 5 14IAH10 83NC0016VN,24590000,14,14,24,1024,14,27,0,0,0,0,1,0,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,400,100,45,0,60,3,1920,1200,2304000,0,1,0,0,0,0,1,0
Laptop Msi Katana GF66 11UC-676VN,12290000,,,8,512,15.6,21,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,0,22768891.99,22340518,300,100,45,0,5,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop ASUS Gaming V16 V3607VU-RP216W,27490000,10,16,16,512,16,26,0,0,0,0,1,0,0,0,19.29295488,0,40,1,0,6,22581061.71,22201242.5,300,100,45,1,63,3,1920,1200,2304000,0,0,1,0,0,1,0,0
Laptop Acer Aspire 5 A514-54-5127 NX.A28SV.007 -,16800000,,,8,512,14,21,0,0,1,0,0,0,0,0,13.98517266,0,50,1,0,0,13792440.69,13719959.95,300,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Dell Gaming G5 5510,26990000,,,8,256,15.6,20,0,0,1,0,0,0,0,0,14.56805085,0,40,1,0,4,22432546.13,21948747.84,300,100,45,0,56,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop MSI Modern 15 F13MG-082VN,22740000,10,,16,512,15.6,27,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,0,13792440.69,13719959.95,300,100,45,1,63,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop MSI Gaming GF65 THIN 10UE-241VN,28990000,,,16,512,15.6,18,0,0,1,0,0,0,0,0,19.22594366,0,40,1,0,6,22439261.99,22025531.55,300,100,45,0,51,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad Gaming 3 15ACH6 82K201BCVN,18690000,,,8,256,15.6,24,0,0,1,0,0,0,0,0,17.96314815,5,84.5,0,1,4,22581061.71,22201242.5,300,100,45,0,45,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop Lenovo LOQ 15ARP9 83JC00HYVN,24490000,4,8,24,512,15.6,26,0,0,0,0,1,0,0,0,17.96314815,7,122.85,0,1,6,22506376.81,22179527.09,300,100,45,1,60,3,1920,1080,2073600,0,0,1,0,0,1,0,0
Laptop HP Envy 13-BA1535TU 4U6M4PA,30490000,,,8,512,13.3,20,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13654235.33,13630870.22,400,100,45,0,51,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook 15X OLED M3504YA-L1268W,24990000,6,12,16,512,15.6,27,0,0,1,0,0,0,0,0,19.29295488,7,81.9,0,1,0,13206010.78,13704626.75,600,100,45,0,50,3,1920,1080,2073600,1,0,0,0,0,0,1,0
Laptop HP Pavilion 14-DV2076TU 7C0P4PA,17100000,10,12,8,256,14,20,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,250,100,45,0,43,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7 Pro 14IHU5 O 82NH00BCVN,25190000,,,16,512,14,20,0,0,0,1,0,0,0,0,17.96314815,0,40,1,0,0,13654235.33,13630870.22,400,100,45,0,61,3,2880,1800,5184000,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook X509JP-EJ014T,5590000,,,4,512,15.6,18,0,0,1,0,0,0,0,0,19.29295488,1,53,1,0,0,13792440.69,13719959.95,200,100,45,0,48,3,1920,1080,2073600,0,1,0,0,0,0,1,0
Laptop HP 15S-FQ2602TU 4B6D3PA,16490000,,,8,256,15.6,20,0,0,1,0,0,0,0,0,13.10868263,0,40,1,0,0,13757866.76,13710496.13,250,100,45,0,41,3,1366,768,1049088,0,1,0,0,0,0,1,0
